代码,公司,层级,产品或IP名称,提及次数,首次出现PDF页,首次上下文,说明
603444,吉比特,核心,葫芦兄弟,1,32,30 ===== 第 32 页 ===== 厦门吉比特网络技术股份有限公司2026 年半年度报告 虚拟偶像等多个领域。例如，2026 年以来，《问道手游》与经典动画《葫芦兄弟》、人气电影《浪 浪山小妖怪》联动，并推出联名10 周年纪念宠，深受玩家喜爱；《杖剑传说》陆续与《伍六七》、 B.Duck 小黄鸭、洛天依等热门IP 联动，通过推出联动伙伴、专属剧情、特色幻装等内容，有效提 升游戏热度；《问剑长生》选择修仙题材作品《仙逆》开展联动，将原著的修行主题与游戏内容 深度结合，强化修仙氛围，有效巩固核心用户。 此外，公司持续,程序初筛，重点公司产品另行人工复核
603444,吉比特,核心,问剑长生·轻遇,1,23,区。在游戏中，玩家既可以体验从一介散修 证道成仙、征战三界的旅程，也可以体验与道侣同游、约好友相聚、携宗门跨服乱斗的轻松社交 乐趣。 《问剑长生》十分重视玩家游戏体验，通过定期直播、策划问答等方式收集玩家反馈并优化 迭代。2026 年上半年，游戏推出1 周年庆新版本《问剑长生·轻遇》，围绕数值和战斗体验的丰 富与优化、轻度社交体系的持续建设、在减负中加强“修仙沉浸感”三大主轴进行内容迭代，致 力于在“轻松游戏、轻松相遇”的修仙世界中，为玩家带来更愉悦的长线陪伴。 22 ===== 第 24 页 =====,程序初筛，重点公司产品另行人工复核
300002,神州泰岳,重要,Age of Origins,4,10,的核心竞争力，亦是构筑行业差异化运营优势的关键维度。依 托该模式的长期落地实践，壳木游戏旗下产品积淀了稳固的用户基本盘与突出的用户黏性，赋予公司较强经营韧性，为 公司长期稳健发展筑牢扎实的竞争根基。 壳木游戏主要产品为策略类（SLG）手游，当前公司发行的主要产品包括《Age of Origins》《War and Order》 《Infinite Galaxy》等。公司的游戏产品通过Google Play、App Store 等平台向全球发行，市场遍布150 多个国家和地区， 主要国家和地区为美国、日本、韩国、中国大陆、欧洲、中东、南美等。 壳木游戏是中国手游开发商中最早的一批出海开拓者，是中国大陆地区第一家获Google 官方颁发的Top,程序初筛，重点公司产品另行人工复核
300002,神州泰岳,重要,War and Order,4,10,运营优势的关键维度。依 托该模式的长期落地实践，壳木游戏旗下产品积淀了稳固的用户基本盘与突出的用户黏性，赋予公司较强经营韧性，为 公司长期稳健发展筑牢扎实的竞争根基。 壳木游戏主要产品为策略类（SLG）手游，当前公司发行的主要产品包括《Age of Origins》《War and Order》 《Infinite Galaxy》等。公司的游戏产品通过Google Play、App Store 等平台向全球发行，市场遍布150 多个国家和地区， 主要国家和地区为美国、日本、韩国、中国大陆、欧洲、中东、南美等。 壳木游戏是中国手游开发商中最早的一批出海开拓者，是中国大陆地区第一家获Google 官方颁发的Top Developer 认证的,程序初筛，重点公司产品另行人工复核
300002,神州泰岳,重要,Infinite Galaxy,2,10,式的长期落地实践，壳木游戏旗下产品积淀了稳固的用户基本盘与突出的用户黏性，赋予公司较强经营韧性，为 公司长期稳健发展筑牢扎实的竞争根基。 壳木游戏主要产品为策略类（SLG）手游，当前公司发行的主要产品包括《Age of Origins》《War and Order》 《Infinite Galaxy》等。公司的游戏产品通过Google Play、App Store 等平台向全球发行，市场遍布150 多个国家和地区， 主要国家和地区为美国、日本、韩国、中国大陆、欧洲、中东、南美等。 壳木游戏是中国手游开发商中最早的一批出海开拓者，是中国大陆地区第一家获Google 官方颁发的Top Developer 认证的手游开发团队。壳木游戏制作的《Age,程序初筛，重点公司产品另行人工复核
300002,神州泰岳,重要,中国游戏出海常青榜,1,11,Store 和Google 全球推荐。其中，上线超7 年的《Age of Origins》和上线超9 年的《War and Order》，累计流水均已超 过10 亿美元，公司将继续丰富游戏内容、创新玩法，深度挖掘产品的长线运营潜力。另外，上述两款游戏也多次入围时 代财经各月度《中国游戏出海常青榜》。 新游戏方面，公司持续强化研发能力，将过往在游戏制作、运营等方面积累的经验，以“工程化创新”的方式复用到 新游戏中。公司游戏业务坚持精品化研发与全球化发行布局，持续完善、充实游戏产品储备，多款新游已在海外地区开 启商业化测试，尚未进入大规模投放阶段。 技术创新方面，公司一贯重视AI 技术的探索与应用，通过使用最新的AIGC 工具，提高制作,程序初筛，重点公司产品另行人工复核
300002,神州泰岳,重要,关于变更公司注册资本的议案,1,67,"股转增10 股，实施完成后公司注册资本增至1,230,432,768.00 元。2014 年5 月25 日，由北京市工商行政管理局换发企 业法人营业执照，注册号110000002700930。 2014 年6 月27 日，公司2014 年第一次临时股东大会审议通过《关于变更公司注册资本的议案》、《关于修改〈公 司章程〉的议案》，公司因发行股份及支付现金购买资产的相关股份上市手续已办理完毕，公司股本增加了92,756,183 67 ==",程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,热血江湖,2,13,此同时，公司已与全球众多游戏厂商建立 了长期稳定的战略合作关系，通过持续沉淀海外发行经验、渠道资源与品牌口碑，逐步构筑起深厚的竞争壁垒，为公司 全球化业务的可持续发展提供有力保障。 在核心产品运营方面，公司通过持续的内容更新与精细化营销，核心产品矩阵实现稳健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,Bloodline:Heroes of lithas,1,13,健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》 13 ===== 第 14 页 ===== 无锡宝通科技股份有限公司2026 年半年度报告全文 《King’s Throne》《Dungeon Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,D3,1,13,已与全球众多游戏厂商建立 了长期稳定的战略合作关系，通过持续沉淀海外发行经验、渠道资源与品牌口碑，逐步构筑起深厚的竞争壁垒，为公司 全球化业务的可持续发展提供有力保障。 在核心产品运营方面，公司通过持续的内容更新与精细化营销，核心产品矩阵实现稳健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,Dungeon Hunter 6,1,14,Heroes of lithas》 13 ===== 第 14 页 ===== 无锡宝通科技股份有限公司2026 年半年度报告全文 《King’s Throne》《Dungeon Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品储备方面兼具多元化与全球化，囊括了日本头部IP 正版授权力作。《代号WLXQ》《代号JS》《代号D8》《代号GS》 《代号DWM》《代号ATM》《代号FGT2》《代号HFC》《代号NDX》等多款游戏将在日本、韩国、东南亚、港澳台、欧美等多 个地区上线，跨越国界，旨在为全球用,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,King’s Throne,1,14,gic》《Bloodline:Heroes of lithas》 13 ===== 第 14 页 ===== 无锡宝通科技股份有限公司2026 年半年度报告全文 《King’s Throne》《Dungeon Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品储备方面兼具多元化与全球化，囊括了日本头部IP 正版授权力作。《代号WLXQ》《代号JS》《代号D8》《代号GS》 《代号DWM》《代号ATM》《代号FGT2》《代号HFC》《代号NDX》等多款游戏将在日本、韩国、东南亚、港澳台、欧美等多,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,Motto Immortal,1,13,力保障。 在核心产品运营方面，公司通过持续的内容更新与精细化营销，核心产品矩阵实现稳健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》 13 ===== 第 14 页 ===== 无锡宝通科技股份有限公司2026 年半年度报告全文 《King’s Throne,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,The Cozy Florist,1,29,、欧美等成熟市场基本盘的基础上，积极抢抓新兴市场机遇，通过新品储备、存量产品迭代、 成熟产品焕新升级的多元布局，不断完善产品梯队，夯实业务中长期稳健增长基础。旗下子公司易幻网络、海南高图多 款精品游戏保持稳健运营，为移动互联网业务的稳定增长提供有力支撑。海南高图全新发行的《The Cozy Florist》已 29 ===== 第 30 页 ===== 无锡宝通科技股份有限公司2026 年半年度报告全文 覆盖全球140 多个国家和地区，在多国榜单取得亮眼表现，入选App Magic 2026 年2 月中国手游出海收入增长榜TOP20， 登顶,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,War and Magic,1,13,精细化营销，核心产品矩阵实现稳健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》 13 ===== 第 14 页 ===== 无锡宝通科技股份有限公司2026 年半年度报告全文 《King’s Throne》《Dungeon Hunter 6》等游戏持续贡献稳定流水,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,やばい！少女に囲まれた！,1,13,面，公司通过持续的内容更新与精细化营销，核心产品矩阵实现稳健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》 13 ===== 第 14 页 ===== 无锡宝通科技股份有限公司2026 年半年度报告全文 《King’s Throne》《Dungeon Hunte,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,一念,1,27,）科技股份有限公司（以下简称“光轮智能”）共同设立合资公司，聚焦工业、矿业、深空等高价值场景，共建工业 机器人持续学习基础设施，推动物理AI 走向真实产业部署，为工业、矿山、数字工厂、深空等领域提供全栈式产品与服 务。此外，公司旗下数字创新平台荷笛科技出品的AI 水墨短片《一念》，先后斩获2026 世界人工智能电影节中国区 “最佳AI 短片奖”和北京国际电影节AIGC 单元“最佳技术创新奖”（该赛道AI 技术类唯一奖项）两项殊荣。 （2）深耕全球布局见实效，攻坚海外经营拓新生态 全球市场竞争持续加剧，公司在稳固本土市场基本盘的同时，加快落地全球化战略，挖掘业务发展新动能、培育第 二增长曲线。公司逐步完成从产品,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,三国群英传,1,13,资源与品牌口碑，逐步构筑起深厚的竞争壁垒，为公司 全球化业务的可持续发展提供有力保障。 在核心产品运营方面，公司通过持续的内容更新与精细化营销，核心产品矩阵实现稳健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》 13 ===== 第 14 页,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,代号ATM,1,14,《King’s Throne》《Dungeon Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品储备方面兼具多元化与全球化，囊括了日本头部IP 正版授权力作。《代号WLXQ》《代号JS》《代号D8》《代号GS》 《代号DWM》《代号ATM》《代号FGT2》《代号HFC》《代号NDX》等多款游戏将在日本、韩国、东南亚、港澳台、欧美等多 个地区上线，跨越国界，旨在为全球用户提供一场前所未有的数字娱乐盛宴。 在技术创新与AI 赋能方面，公司持续推动科技与游戏的深度融合，依托AI 技术践行创新突破，将大数据、人工智 能、云计算等多元技术深度融入游戏研发与发行的各个环节，聚焦当前业务流程,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,代号D8,1,14,股份有限公司2026 年半年度报告全文 《King’s Throne》《Dungeon Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品储备方面兼具多元化与全球化，囊括了日本头部IP 正版授权力作。《代号WLXQ》《代号JS》《代号D8》《代号GS》 《代号DWM》《代号ATM》《代号FGT2》《代号HFC》《代号NDX》等多款游戏将在日本、韩国、东南亚、港澳台、欧美等多 个地区上线，跨越国界，旨在为全球用户提供一场前所未有的数字娱乐盛宴。 在技术创新与AI 赋能方面，公司持续推动科技与游戏的深度融合，依托AI 技术践行创新突破，将大数据、人工智 能、云计算等多元技术深度,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,代号DWM,1,14,报告全文 《King’s Throne》《Dungeon Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品储备方面兼具多元化与全球化，囊括了日本头部IP 正版授权力作。《代号WLXQ》《代号JS》《代号D8》《代号GS》 《代号DWM》《代号ATM》《代号FGT2》《代号HFC》《代号NDX》等多款游戏将在日本、韩国、东南亚、港澳台、欧美等多 个地区上线，跨越国界，旨在为全球用户提供一场前所未有的数字娱乐盛宴。 在技术创新与AI 赋能方面，公司持续推动科技与游戏的深度融合，依托AI 技术践行创新突破，将大数据、人工智 能、云计算等多元技术深度融入游戏研发与发行的各个环节，聚,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,代号FGT2,1,14,s Throne》《Dungeon Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品储备方面兼具多元化与全球化，囊括了日本头部IP 正版授权力作。《代号WLXQ》《代号JS》《代号D8》《代号GS》 《代号DWM》《代号ATM》《代号FGT2》《代号HFC》《代号NDX》等多款游戏将在日本、韩国、东南亚、港澳台、欧美等多 个地区上线，跨越国界，旨在为全球用户提供一场前所未有的数字娱乐盛宴。 在技术创新与AI 赋能方面，公司持续推动科技与游戏的深度融合，依托AI 技术践行创新突破，将大数据、人工智 能、云计算等多元技术深度融入游戏研发与发行的各个环节，聚焦当前业务流程痛点，深化AI,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,代号GS,1,14,2026 年半年度报告全文 《King’s Throne》《Dungeon Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品储备方面兼具多元化与全球化，囊括了日本头部IP 正版授权力作。《代号WLXQ》《代号JS》《代号D8》《代号GS》 《代号DWM》《代号ATM》《代号FGT2》《代号HFC》《代号NDX》等多款游戏将在日本、韩国、东南亚、港澳台、欧美等多 个地区上线，跨越国界，旨在为全球用户提供一场前所未有的数字娱乐盛宴。 在技术创新与AI 赋能方面，公司持续推动科技与游戏的深度融合，依托AI 技术践行创新突破，将大数据、人工智 能、云计算等多元技术深度融入游戏研发,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,代号HFC,1,14,》《Dungeon Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品储备方面兼具多元化与全球化，囊括了日本头部IP 正版授权力作。《代号WLXQ》《代号JS》《代号D8》《代号GS》 《代号DWM》《代号ATM》《代号FGT2》《代号HFC》《代号NDX》等多款游戏将在日本、韩国、东南亚、港澳台、欧美等多 个地区上线，跨越国界，旨在为全球用户提供一场前所未有的数字娱乐盛宴。 在技术创新与AI 赋能方面，公司持续推动科技与游戏的深度融合，依托AI 技术践行创新突破，将大数据、人工智 能、云计算等多元技术深度融入游戏研发与发行的各个环节，聚焦当前业务流程痛点，深化AI 在翻译、配音、,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,代号JS,1,14,无锡宝通科技股份有限公司2026 年半年度报告全文 《King’s Throne》《Dungeon Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品储备方面兼具多元化与全球化，囊括了日本头部IP 正版授权力作。《代号WLXQ》《代号JS》《代号D8》《代号GS》 《代号DWM》《代号ATM》《代号FGT2》《代号HFC》《代号NDX》等多款游戏将在日本、韩国、东南亚、港澳台、欧美等多 个地区上线，跨越国界，旨在为全球用户提供一场前所未有的数字娱乐盛宴。 在技术创新与AI 赋能方面，公司持续推动科技与游戏的深度融合，依托AI 技术践行创新突破，将大数据、人工智 能、云计算等,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,代号NDX,1,14,on Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品储备方面兼具多元化与全球化，囊括了日本头部IP 正版授权力作。《代号WLXQ》《代号JS》《代号D8》《代号GS》 《代号DWM》《代号ATM》《代号FGT2》《代号HFC》《代号NDX》等多款游戏将在日本、韩国、东南亚、港澳台、欧美等多 个地区上线，跨越国界，旨在为全球用户提供一场前所未有的数字娱乐盛宴。 在技术创新与AI 赋能方面，公司持续推动科技与游戏的深度融合，依托AI 技术践行创新突破，将大数据、人工智 能、云计算等多元技术深度融入游戏研发与发行的各个环节，聚焦当前业务流程痛点，深化AI 在翻译、配音、素材制作、,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,代号WLXQ,1,14,===== 无锡宝通科技股份有限公司2026 年半年度报告全文 《King’s Throne》《Dungeon Hunter 6》等游戏持续贡献稳定流水，为公司业绩增长提供有力支撑。同时，公司在未来 产品储备方面兼具多元化与全球化，囊括了日本头部IP 正版授权力作。《代号WLXQ》《代号JS》《代号D8》《代号GS》 《代号DWM》《代号ATM》《代号FGT2》《代号HFC》《代号NDX》等多款游戏将在日本、韩国、东南亚、港澳台、欧美等多 个地区上线，跨越国界，旨在为全球用户提供一场前所未有的数字娱乐盛宴。 在技术创新与AI 赋能方面，公司持续推动科技与游戏的深度融合，依托AI 技术践行创新突破，将大数据、人工智,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,命运圣契,1,13,的战略合作关系，通过持续沉淀海外发行经验、渠道资源与品牌口碑，逐步构筑起深厚的竞争壁垒，为公司 全球化业务的可持续发展提供有力保障。 在核心产品运营方面，公司通过持续的内容更新与精细化营销，核心产品矩阵实现稳健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,圣斗士星矢：重生2,1,13,沉淀海外发行经验、渠道资源与品牌口碑，逐步构筑起深厚的竞争壁垒，为公司 全球化业务的可持续发展提供有力保障。 在核心产品运营方面，公司通过持续的内容更新与精细化营销，核心产品矩阵实现稳健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》 13 =====,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,夏日狂欢,1,30,年深耕海外市场的专业团队优势，精准研判行业发展趋势洞察与用户偏好，搭建精细化、体系 化、用户导向的专业化运营体系。旗下易幻网络新发行的《热血江湖》采用国语、粤语双语配音为用户打造沉浸式剧情 体验。通过搭建线上线下立体化传播体系，落地“热血重逢”核心玩家见面会，《粽情端午》《夏日狂欢》等主题活动， 完善玩家留存激励机制，收集优化玩家真实反馈，联动KOL 共创游戏攻略，活跃社区生态。同时依托AI 风控体系强化游 戏生态安全治理，保障运营环境稳定，产品上线后市场表现亮眼，登顶中国台湾、中国香港地区iOS 免费榜TOP1。 （4）下半年展望 展望2026 年下半年，全球游戏市场存量博弈特征进一步凸显，行业竞争格局将持续,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,巨神军师,1,13,系，通过持续沉淀海外发行经验、渠道资源与品牌口碑，逐步构筑起深厚的竞争壁垒，为公司 全球化业务的可持续发展提供有力保障。 在核心产品运营方面，公司通过持续的内容更新与精细化营销，核心产品矩阵实现稳健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,建材行业数字化转型实施指南,1,24,速绿色建材产业高质量发展，国家及地方相继出台一系列如产业扶持、技术规范等相关政策，为加快 推进新型工业化提供有力支撑。 2024 年1 月，工业和信息化部、国家发展改革委、生态环境部等九部门印发《原材料工业数字化转型工作方案 （2024—2026 年）》，其中《建材行业数字化转型实施指南》提出，到2026 年，预计建材行业将在生产制造智能化、 经营管理数字化等方面取得显著进步。关键工序数控化率将达到70%以上，关键业务环节全面数字化比例达到55%以上， 数字化研发设计工具普及率达到75%，产业链协同的企业比例达到25%。此外，将深化新一代信息技术如人工智能的应用， 大幅提升生产效率和产品质量，显著提高数字化能力。 20,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,技术开发,1,6,智能化决策和管控，促进煤矿管控模式 的革命 将不同的软件系统与硬件产品，根据应用需要，有机地组合成功能更加强大的一体化系统的过程 系统集成 指 和方法 根据客户签订的《技术开发》或《技术服务》合同，针对用户提出的科研项目开发需求，为客户 技术服务 指 提供差异化、个性化的科研开发服务 云计算是一种按使用量付费的模式，这种模式提供可用的、便捷的、按需的网络访问，进入可配 云计算 指 置的计算资源共享池（资源包括网络、服务器、存储、应用软件、服务），这些资源能够,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,技术服务,1,6,控，促进煤矿管控模式 的革命 将不同的软件系统与硬件产品，根据应用需要，有机地组合成功能更加强大的一体化系统的过程 系统集成 指 和方法 根据客户签订的《技术开发》或《技术服务》合同，针对用户提出的科研项目开发需求，为客户 技术服务 指 提供差异化、个性化的科研开发服务 云计算是一种按使用量付费的模式，这种模式提供可用的、便捷的、按需的网络访问，进入可配 云计算 指 置的计算资源共享池（资源包括网络、服务器、存储、应用软件、服务），这些资源能够被快速,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,最强祖师,1,13,厚的竞争壁垒，为公司 全球化业务的可持续发展提供有力保障。 在核心产品运营方面，公司通过持续的内容更新与精细化营销，核心产品矩阵实现稳健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》 13 ===== 第 14 页 ===== 无锡宝通科技,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,粽情端午,1,30,司充分利用多年深耕海外市场的专业团队优势，精准研判行业发展趋势洞察与用户偏好，搭建精细化、体系 化、用户导向的专业化运营体系。旗下易幻网络新发行的《热血江湖》采用国语、粤语双语配音为用户打造沉浸式剧情 体验。通过搭建线上线下立体化传播体系，落地“热血重逢”核心玩家见面会，《粽情端午》《夏日狂欢》等主题活动， 完善玩家留存激励机制，收集优化玩家真实反馈，联动KOL 共创游戏攻略，活跃社区生态。同时依托AI 风控体系强化游 戏生态安全治理，保障运营环境稳定，产品上线后市场表现亮眼，登顶中国台湾、中国香港地区iOS 免费榜TOP1。 （4）下半年展望 展望2026 年下半年，全球游戏市场存量博弈特征进一步凸显，行业竞,程序初筛，重点公司产品另行人工复核
300031,宝通科技,重要,龙骑士学院,1,13,，逐步构筑起深厚的竞争壁垒，为公司 全球化业务的可持续发展提供有力保障。 在核心产品运营方面，公司通过持续的内容更新与精细化营销，核心产品矩阵实现稳健经营。《热血江湖》《D3》《ド ット勇者（浮空秘境）》《命运圣契》《巨神军师》《圣斗士星矢：重生2》《三国群英传》《龙骑士学院》《最强祖师》《The Cozy Florist》、《Motto Immortal》、《やばい！少女に囲まれた！》《War and Magic》《Bloodline:Heroes of lithas》 13 ===== 第 14 页 =====,程序初筛，重点公司产品另行人工复核
301011,华立科技,重要,三国幻战,5,15,VELOUS、Raw Thrills、IGS （鈊象电子）等建立了战略合作伙伴关系，持续推出了《闪电摩托DX》《极品飞车》《巨兽浩劫3》 《假面骑士 正义变身》《头文字D 激斗》《太鼓之达人》《舞萌DX》《火影忍者 斗牌世界》《我的 世界 地下城》《中二节奏》《宝可梦 明耀之星》《三国幻战》《奥特曼 光辉共斗》《超级争霸战》 《雷动2》《雷动摩托X》《明日行动》《音乐魔方》《狂野飙车 9 竞速传奇 DX PLUS》《NBA 超级全 明星》等广受消费者喜爱的游戏游艺设备。 2010 年至今，公司自主研发的多款产品荣获国家游戏产业年会的最高奖项“中国动漫游戏行业金 手指奖”，连续多年获得中国动漫游戏行业协会颁发的“优秀企业奖”、“产品研发,程序初筛，重点公司产品另行人工复核
301011,华立科技,重要,狂野飙车 9 竞速传奇 DX PLUS,4,11,运营等环节，形成完整产业链。 2、主要产品和服务 （1）游戏游艺设备 公司生产的游戏游艺设备可以满足用户娱乐、亲子互动、动漫文化、儿童益智、体育健身等需求。 报告期内，公司持续发布游戏游艺设备新品，进一步丰富产品矩阵。其中，2026 年5 月上线重磅 新作《狂野飙车 9 竞速传奇 DX PLUS》，产品以激情竞速体验为核心，集成多人赛车对抗、车辆改装 养成、账号绑定、在线全球排行等特点，叠加正版车厂授权车辆和多样化赛道设计，上市后广受消费者 好评。 游戏游艺设备业务主要产品具体如下： 产品 产品示例图 产品介绍 类别,程序初筛，重点公司产品另行人工复核
301011,华立科技,重要,2023-2024 年度国家文化出口重点企业,3,15,戏游艺企业》证书，荣获广东省工业和信息化厅颁发的《广东省创新型中小企业》证书；2023 年，公 司荣获广东省工业和信息化厅颁发的《专精特新中小企业》证书，荣获广东省版权局颁发的“广东省版 权兴业示范基地”称号，荣获商务部、中共中央宣传部、文化和旅游部及国家广播电视总局联合颁发的 《2023-2024 年度国家文化出口重点企业》证书；2024 年，公司荣获国家文化和旅游部颁发的“国家文 化产业示范基地”称号，“WAHLAP”品牌被广东商标协会重点商标保护委员会纳入“广东省重点商标保 护名录”；2025 年，荣获广东省科学技术厅颁发的“广东省商用游戏游艺设备工程技术研究中心”称 号，荣获广东商标协会颁发的2024 年“TOP50 我最喜爱的广东商标品牌”奖项，荣获广东省游戏产业 协会,程序初筛，重点公司产品另行人工复核
301011,华立科技,重要,中二节奏,3,15,梦宫）、SEGA（世嘉）、MARVELOUS、Raw Thrills、IGS （鈊象电子）等建立了战略合作伙伴关系，持续推出了《闪电摩托DX》《极品飞车》《巨兽浩劫3》 《假面骑士 正义变身》《头文字D 激斗》《太鼓之达人》《舞萌DX》《火影忍者 斗牌世界》《我的 世界 地下城》《中二节奏》《宝可梦 明耀之星》《三国幻战》《奥特曼 光辉共斗》《超级争霸战》 《雷动2》《雷动摩托X》《明日行动》《音乐魔方》《狂野飙车 9 竞速传奇 DX PLUS》《NBA 超级全 明星》等广受消费者喜爱的游戏游艺设备。 2010 年至今，公司自主研发的多款产品荣获国家游戏产业年会的最高奖项“中国动漫游戏行业金 手指奖”，连续多年获得中国动漫游戏行业协会,程序初筛，重点公司产品另行人工复核
